transaction_id,transaction_date,transaction_status,user_id,transaction_amount
N54ZYY09VNMP067WEE661LILA71738,08-06-2021,success,SH947S670,860
U80CAD68OGXA928AYR952LTRT84638,19-03-2021,success,RA775H148,416
L02TQE26PCVD229DYO110XURE87019,06-04-2021,success,IV974K425,273
Z76KCT43EQBM610THO197CUVB34616,21-12-2021,success,UP661N370,645
Y58NQF58VPKZ417QLC036ZGHC21185,26-09-2021,success,DQ038T624,1064
W12AOW12QKNG512QNZ191QELL87124,27-02-2021,success,DT374O279,183
U14GDK09ZZQR747GVA955HENE89204,26-08-2021,success,SA058K150,627
Q33YWN08VFYU206UFZ378WWUT81195,23-08-2021,success,HZ645T973,731
S61ZKS32DIQR937CJL115JXUR26338,15-12-2021,success,BE863M528,906
E69UYZ72WQDT322HVT616DPAY40016,28-09-2021,success,MS747P519,47
B35IFF09FCWH162FJY746QETX34134,09-01-2021,success,PM280X224,856
R65VVV60MYWK537TDU804KZTL81559,31-08-2021,success,YT580N616,569
U03FKV61NYQS292OCH690RMSC44793,15-08-2021,success,LP012I401,285
V15NNI66NTVV703WQO695WSCA37385,25-07-2021,success,MQ908H184,1452
T28WSZ36LHUN521LUJ561KMBI59412,15-08-2021,success,DQ023I339,711
U19GUY09HQET135GWC797SOYU80097,23-07-2021,success,DF592K694,859
H06HKB35KVJB706VKO929HODW94095,05-08-2021,success,PR468O699,1155
H78QPV36JDDM801FYI166CFWY83972,30-07-2021,success,GR833J513,1097
Y47NFE53DOWO758IWR715GQUP94167,07-08-2021,success,AB513L960,1327
T04YIT89BVDB899XEG875PHMJ58153,18-10-2021,success,CU859M545,812
B36VQD42BTDN045NMB178JTMH43216,15-11-2021,success,RA627K655,1072
F88SLJ71LZIP775DXT180RZZR24418,08-04-2021,success,XB621E537,628
G33NEW33HDYS412KZV898OTKC06375,20-11-2021,success,KB450M625,416
N24UVI51ESRL370YUM494OVFU31770,23-12-2021,success,GN496C048,56
Z07PPA55XNKX547FJP458CUOQ03962,09-07-2021,success,YD712U986,219
E55OCE21LWRU179BNV583AGPZ61113,03-09-2021,success,DI387F319,1347
C89ZKQ17QUXL898BZE517XYSY86111,01-09-2021,success,YR058O045,633
E19JIA81QCMM813NMR754CQEH90257,20-07-2021,success,XC661G681,1172
J01KJA24MKLT193QSV886HMJY19303,02-02-2021,success,CD436U275,1395
E20XTA41VCZW176SXT735MKPE46914,03-03-2021,success,PI832L721,802
S10YQJ59HAGI357OOG482EYUP06997,29-08-2021,success,PL129R175,1222
L12OUM88PIIG254NQM892GRYC01503,10-01-2021,success,RA775H148,815
I56YUB07QSZV727MQW423DQNX72222,25-04-2021,success,GX924U676,384
N11AZA49EELQ944PSW776ONLL39616,04-01-2021,success,DM485Z575,890
I40PQL71RQGR908JLG887UIVD05773,28-07-2021,success,TM568V532,453
X36SGI35TWUC720FRQ211QOBP79998,25-03-2021,success,EI208A381,806
M61EPN84BJHM328YMI898KUZB32342,18-03-2021,success,WI723G671,1013
P20PQO60RLSS519QWY589QRYF54245,20-09-2021,success,BS468I461,647
A52XJV35RFTM783RWF536TTGR67125,18-05-2021,success,UT937I192,280
J41IIG72EEUM610NUN557KWOR51405,08-01-2021,success,DN368E177,532
A83YUQ57PUQZ563IMJ342LIRD48684,01-08-2021,success,SX949E266,977
V22GQY54TWIT667CBO670DGWZ16940,13-08-2021,success,PM327G412,1109
Q79HDC88YOCN672DJJ664VLFW31798,21-12-2021,success,PM710D480,888
Y93KFW58VMLY177PAS519YOOI02959,31-01-2021,success,HT389I373,546
T68ZUB65FBPZ172JRO238IYJN01109,26-09-2021,success,DB683V706,1444
L34QIJ71UVJR777IAY518VKGR08505,10-05-2021,success,ZB213R307,1226
C10YGQ32SBGG805YFH968KWPT04410,25-09-2021,success,MP669T719,972
C40YNB64OIRE124VVH711LRAZ61381,25-12-2021,success,BV906G209,428
Y49UOU12NOTU611EKH774UQRW94515,02-07-2021,success,UP347B093,280
D08KQI67DWEX767IAT204SLBK57137,19-01-2021,success,RI177C089,1047
B68WHO99NADZ507LUV842NHJU94705,04-02-2021,success,NL454I149,1283
D38NZU02SWID855CCQ655CBFR07586,19-11-2021,success,QE966T990,1418
Y85FSH51PDHF181WDS544VFBA35670,16-11-2021,success,QX517Q200,795
H71UHX10IUXU704XFQ733DQSQ96895,27-11-2021,success,LD359E820,429
F28UPE70ZMWS100OXV198ULIB49402,22-10-2021,success,XC661G681,486
Z02DLL02YNHU861PXR725JJGQ82671,05-03-2021,success,XC661G681,495
T17KAE71EXFJ363CLT058ZTDX20362,05-08-2021,success,ZK264F124,774
F23ATV36ZLYP795EWY743HCFX67179,02-04-2021,success,KM548Q959,514
X62JCB29YLCX140RXK469QHFV31635,26-08-2021,success,UP661N370,1198
X75QIY49EISD829NPN121NBOB02385,07-06-2021,success,DM485Z575,264
W76DVJ89BXWT706FTB676AVNW80379,16-08-2021,success,YR058O045,561
S73IES86UPHP322SXL603YORI78817,09-01-2021,success,JG839N689,847
E76NPX45OPOB664WHG343PPKK54934,05-07-2021,success,MG603O721,755
D02LZC72WXDS368GZM308DUNQ51856,17-01-2021,success,OS004F706,622
V17IYM22PUGN199HKD948ALHS31013,11-06-2021,success,RX624I496,494
N86HOX99FPLJ695MFZ355ZHNY74908,27-10-2021,success,VB937X658,1473
S18UGX31DNFY065KJO944UQOF79433,10-07-2021,success,WL451T025,370
U10ALS78RUOB475BFS088CVOO82435,22-02-2021,success,OW430H006,157
I89ISY84TSRA860IKC620YNWW25667,23-04-2021,success,KI119T122,790
T37GJA26HRWP958EBQ965ACXE35855,17-11-2021,success,RK898E011,1019
B83AGD35JCMJ128WMZ122GYLG89258,09-03-2021,success,YX633B590,1443
O01PZR91IKQQ960RWM172XWNP26053,19-07-2021,success,DN677C680,1386
W74RJT68MKUS536OQR298QMZI73510,19-03-2021,success,LN652F914,518
U51VHM54MSOX190JPB840DZAR03728,05-10-2021,success,JE474J453,706
A27GIM96JVUS708LTC321HQIY68834,14-06-2021,success,WJ621W478,343
K04IMH08GHVY989VSB234FUYC89444,12-08-2021,success,WJ621W478,236
Z14QWR24BXFN462DTZ697WEBL90984,08-09-2021,success,LD291I745,805
C88ZFK68FTIO735ZLM247SULP44409,21-04-2021,success,PM280X224,307
T97THB74UBXG449PZP332ARKK54058,29-10-2021,success,RS673K258,1457
K21PSA61ELZZ604COH998ZYUR84548,06-12-2021,success,JG839N689,1273
J41DZX03BAUD952NGV862OEEM66204,13-09-2021,success,SQ851J332,1292
G01NKX48QEOQ459FEA860RHFB83106,15-06-2021,success,GX924U676,1226
N15AEW07MZQN595ODN825NCHA82975,21-07-2021,success,IW202D005,1344
D28SQO58TWSD419IDD045CBSM28972,12-06-2021,success,RS172V951,1452
E14RQD69LEGZ353GWF754JSTC60665,11-05-2021,success,GI743M359,893
B87DFF20IQDM301LQY923VSFI07020,23-08-2021,success,OY075V727,407
M68JTR98RJHI240GPL681AXNU09986,11-06-2021,success,FY016U565,1057
X85KFH87ANKQ233BVR297XQKA91418,30-01-2021,success,VU380J665,1480
Y74SJW92JSTK102ZAX033ZRZJ24007,27-12-2021,success,SQ851J332,155
S71TNO00GXGG050CSO180NGMN17069,24-09-2021,success,UP661N370,808
Z69UQM46XDWS816IVB802BZSG68683,28-12-2021,success,TS002U609,150
C02VUE32FYXE181OLF921DANR61210,06-01-2021,success,PM280X224,172
R34KGM75OHBJ069VCT059NXAF90574,18-05-2021,success,TG823Z898,1101
R13IOO99EESW020WON997UTAH27548,04-12-2021,success,EN304H974,125
Y34KZI41REDM382IPB721UBTN94180,11-10-2021,success,TG823Z898,1253
T52PMR24LOLU636WQK556CBRH57239,24-06-2021,success,UZ582P003,503
I91FRC63UGFK257RFQ238QDDL28999,27-12-2021,success,IW202D005,271
U78BVH04CCPE141FCW549VTTF98166,26-07-2021,success,GM210Y799,1410
L48EDR02WJMX486RVJ819CMLK55061,06-04-2021,success,HZ606P556,330
L65PON59ZNGG949QYV362RIGS56545,28-11-2021,success,AY370B474,207
J67ENF46EATM744ODU929YCGZ22328,10-03-2021,success,OY075V727,1031
N84QAO94JPBU371WXL194VAUV58011,23-05-2021,success,MW734K347,128
S28RAB26GGUU701WZI374JTKB83058,15-08-2021,success,AG094K007,330
P70IDI06HLKI867MUL045WVID36501,06-08-2021,success,XE929I314,329
T76BPE14HAJT392LGT170NJGT07969,04-04-2021,success,TH366N766,496
L99REO56HKON841JFH046XAUJ03427,05-08-2021,success,HZ938F970,717
R46ONT11WNDY694KSY883HTYE63756,13-05-2021,success,SU246J533,505
M68DTQ61KQKB535BGL448FPMD97409,06-05-2021,success,ZW458A642,1140
W12TTX74VNTU691BDK292ODWZ52882,24-05-2021,success,NP912R532,784
C89JGY52NXJH246GQH013PNGP95791,23-02-2021,success,EI746Q368,713
V98WLR18CZWV634NSW394JHPC66961,14-05-2021,success,FM596P313,347
D23ZHT26SMBM072MYU477XUOY69664,11-01-2021,success,DQ038T624,1099
F74MIC58KQBC815MMI593QCQV59560,31-07-2021,success,ZJ583B744,1173
C13LXV40CMZS275OBU353IVVG39363,16-12-2021,success,TG823Z898,1392
H69WBB19XWSU042WCA213UAKS85436,20-07-2021,success,HQ337F504,222
R96FPU03MWME291GWB023USNQ11665,24-01-2021,success,VF003C360,728
O82PSU51GXZZ868FPV568MHMB43075,22-11-2021,success,KD988O150,275
A70VKT71JGRA955JRJ550COQP44855,08-02-2021,success,SR925Q712,577
H41HAY20HDNJ208QKG734WXQE89773,18-06-2021,success,OG961L587,436
C78OPH73UZJF594IAT453HESO09116,24-08-2021,success,AE308Y252,114
H38BGO95PWVM387IDV716VYMC60667,06-03-2021,success,LF577G105,289
E75SUE67WABO212LWO957XNZZ95122,16-11-2021,success,BH149V654,1322
V40JNT82LWKO518TYQ021MFWL46157,25-07-2021,success,LD359E820,1345
B93PDP66TUSN249EWH796BROH85390,13-09-2021,success,QU883P243,177
N55NMG15ZXFU183LDY946MXWQ12876,25-04-2021,success,JG839N689,1208
L40WHH34LPYX044MYG102OXGP11827,02-11-2021,success,MQ908H184,1136
P72LKU07RAOQ731EAI869UFYO96550,11-09-2021,success,BK811Q368,603
Z15MOX72XKQL870RHP438WUWM35791,22-07-2021,success,CN802W282,338
U13NCP07BQQF636BCM598LOQJ91939,24-06-2021,success,AO305P644,1202
K63QLP10ARYU285ZMQ265HERA32217,19-07-2021,success,KG200J267,201
E89NMT17NRKH851PCA066LART91875,27-06-2021,success,IS435E337,1173
T59JRH89SKPI150QJG729KZNR21106,30-12-2021,success,XC661G681,1355
N14BGG21OBOH425ANH041ZHTQ80665,27-04-2021,success,QU883P243,961
H95ISS37LXTB473DZS111IGXT80501,03-01-2021,success,BS468I461,167
W22FMI15GPCZ310SRK588LBSR40796,02-04-2021,success,RX624I496,245
Q80BLK35CTST885ZOE173YBXF78352,27-09-2021,success,KZ274Z395,831
C65PJX63EHFL458IKC576XLXP86552,11-08-2021,success,VF003C360,440
H99JXF29XIXP674TFJ807YVWW76430,24-11-2021,success,GJ306C092,1070
R86QCW53FZZG208ITP720CQPD42042,09-07-2021,success,YG069L426,1019
T93FKW50YJLP275RDF864NPEU25634,23-05-2021,success,YD712U986,1034
D40BEU97HNQM341LIC654BEXY84864,18-01-2021,success,AG094K007,657
M07EEF31VYVC319NLG271QLCJ85044,31-03-2021,success,LM067V409,222
I94YHR27RWJA235YZW962QSUW05180,12-04-2021,success,SH524Y065,607
T38SAR34DYVP361WYO763MWFK61109,19-10-2021,success,LM067V409,64
W22XOR30KFPJ943EUB644JVPC39061,21-07-2021,success,BV906G209,423
J81DBB48UVDP154XZD882TUPO57692,09-02-2021,success,AE308Y252,48
X31ZFY41GQGR463KWH677WDOH31624,09-08-2021,success,RI177C089,542
N43PXM75TEIV675HBC612ATFM01039,11-06-2021,success,OG961L587,1034
N50JCN78HBZR858GSQ379ZUDQ03104,20-01-2021,success,RI177C089,710
R74YSM07FWGR737PEG621HLBT77325,07-03-2021,success,RK898E011,90
K51ZHN10VTXS508MTP233RHLN72295,06-09-2021,success,AD198A662,1453
H14UJB69DHPY526ULS352FXXS79690,25-02-2021,success,MZ136U171,858
H89DFH76QJIF035NOM288TGZE83140,07-06-2021,success,MS747P519,20
Z76WBZ61SXFX725ZIR395SSJB19617,03-08-2021,success,ZE784U400,190
N36WHW89HFEI619WAV124MGYJ49335,10-11-2021,success,SH524Y065,605
N72GXN96OVEC225ZTI920SEXD44672,01-05-2021,success,ZA619Y077,576
N71JIA20NPEX362MVD389SFLG37787,24-09-2021,success,BH149V654,1108
M63FJZ91GNYX830RNL108KVHL13978,28-08-2021,success,DW925L350,269
L34VEQ84NMNJ717ZFY271OJJY33218,20-09-2021,success,US327S959,1372
B60JBR80LFQZ153XRD256RFBT59746,01-09-2021,success,MS747P519,734
D98DOQ54QADA535HSM633SRPN59568,18-04-2021,success,TY778D207,177
L96RKT55TDTV226LVS165YGZQ59559,30-11-2021,success,AY370B474,1403
M97HOZ47GNZD283XZD955WFGC33319,22-02-2021,success,AB513L960,651
Y13CXA27SYDF376UNF431NZCH43682,13-11-2021,success,WF384S128,619
R19GKS66RCIZ718ABQ238EPXQ16000,18-11-2021,success,XE113N275,597
A12YKK29YZWS004RNG410VKIO74261,04-10-2021,success,IE884L371,1008
I92JJC82KHSU600YIF250CQYV81499,22-08-2021,success,RS673K258,1322
C52BUD58CVTJ754NMN080GUCI32927,09-08-2021,success,SQ851J332,386
Q79DVA74PJAH312AZA163KAYC15868,25-06-2021,success,LP012I401,427
O76JTG48YZZY323TRE191PBKJ64627,22-12-2021,success,EI746Q368,1171
